Odense,55.39972249955272,10.3852104
Ashford,51.14855499922454,0.8722566
Aarhus,56.14962779985288,10.213404599999999
Norwich,52.62860599908514,1.29227
Leeds,53.797418499154304,-1.5437941
Oxford,51.75460385420781,-1.2409861429265248
Tamworth,-31.090074299344614,150.92901589999997
Sheffield,53.38066259910893,-1.4702278
Manchester,53.45162752124135,-2.2324481414329895
London,51.50076906312876,-0.1094372768714957
Brisbane,-27.468968199462225,153.0234991
Roma,41.893320300478074,12.482932099999998
Denmark,55.70221499966609,12.5592485
Lincoln,40.772877800489034,-73.98230675884032
Cambridge,42.36277170051018,-71.08725699999998
